Dim-00:TEMPS,Dim-01:TERRITORI,Dim-01:TERRITORI (order),Dim-01:TERRITORI (type),Dim-02:TIPOLOGIA D’ÚS,VALUE
2019-01-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Oficina",121.0
2019-01-01T00:00:00Z,"Porta",45,Barri,"Comercial",82.0
2019-01-01T00:00:00Z,"les Corts",19,Barri,"Solars",64.0
2019-01-01T00:00:00Z,"la Bordeta",16,Barri,"Residencial",754.0
2019-01-01T00:00:00Z,"la Sagrera",61,Barri,"Aparcament",5989.0
2019-01-01T00:00:00Z,"Pedralbes",21,Barri,"Aparcament",6148.0
2019-01-01T00:00:00Z,"Sant Andreu",9,Districte,"No consta",875.0
2019-01-01T00:00:00Z,"la Bordeta",16,Barri,"Oficina",298.0
2019-01-01T00:00:00Z,"la Salut",30,Barri,"Industrial",7602.0
2019-01-01T00:00:00Z,"Sant Andreu",9,Districte,"Oficina",32.0
2019-01-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Equipaments",33.0
2019-01-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Aparcament",192.0
2019-01-01T00:00:00Z,"Hostafrancs",15,Barri,"Comercial",27.0
2019-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Residencial",1915.0
2019-01-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Residencial",2125.0
2019-01-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Comercial",3251.0
2019-01-01T00:00:00Z,"Les Corts",4,Districte,"Comercial",12034.0
2019-01-01T00:00:00Z,"Horta",43,Barri,"Solars",12.0
2019-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Aparcament",193.0
2019-01-01T00:00:00Z,"Sant Antoni",10,Barri,"No consta",36.0
2019-01-01T00:00:00Z,"Sants",18,Barri,"No consta",1784.0
2019-01-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Oficina",185.0
2019-01-01T00:00:00Z,"Nou Barris",8,Districte,"Residencial",106696.0
2019-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Comercial",3160.0
2019-01-01T00:00:00Z,"Sant Andreu",60,Barri,"No consta",512.0
2019-01-01T00:00:00Z,"el Raval",1,Barri,"Equipaments",10380.0
2019-01-01T00:00:00Z,"Sants",18,Barri,"Turístic",265.0
2019-01-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Comercial",506.0
2019-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Solars",210.0
2019-01-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Residencial",357.0
2019-01-01T00:00:00Z,"la Sagrada Família",6,Barri,"Comercial",1105.0
2019-01-01T00:00:00Z,"Nou Barris",8,Districte,"Industrial",61.0
2019-01-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Aparcament",30.0
2019-01-01T00:00:00Z,"les Corts",19,Barri,"Aparcament",11992.0
2019-01-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Aparcament",3381.0
2019-01-01T00:00:00Z,"Barcelona",-1,Municipi,"Oficina",319843.0
2019-01-01T00:00:00Z,"la Bordeta",16,Barri,"Residencial",11527.0
2019-01-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Oficina",61.0
2019-01-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Residencial",10408.0
2019-01-01T00:00:00Z,"la Marina de Port",13,Barri,"Residencial",1946.0
2019-01-01T00:00:00Z,"Navas",63,Barri,"Comercial",1520.0
2019-01-01T00:00:00Z,"la Sagrada Família",6,Barri,"Turístic",188.0
2019-01-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Aparcament",1887.0
2019-01-01T00:00:00Z,"la Marina de Port",13,Barri,"Comercial",202.0
2019-01-01T00:00:00Z,"Baró de Viver",58,Barri,"Comercial",349.0
2019-01-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Residencial",857.0
2019-01-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Turístic",422.0
2019-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Oficina",4957.0
2019-01-01T00:00:00Z,"el Poblenou",68,Barri,"Aparcament",10270.0
2019-01-01T00:00:00Z,"la Teixonera",38,Barri,"Comercial",35.0
2019-01-01T00:00:00Z,"la Prosperitat",52,Barri,"Aparcament",1745.0
2019-01-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Aparcament",133.0
2019-01-01T00:00:00Z,"Sant Andreu",9,Districte,"Aparcament",23303.0
2019-01-01T00:00:00Z,"Horta",43,Barri,"Comercial",43.0
2019-01-01T00:00:00Z,"la Sagrera",61,Barri,"Aparcament",201.0
2019-01-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Equipaments",245.0
2019-01-01T00:00:00Z,"Ciutat Vella",1,Districte,"Comercial",995.0
2019-01-01T00:00:00Z,"Nou Barris",8,Districte,"Comercial",1560.0
2019-01-01T00:00:00Z,"Sant Andreu",60,Barri,"Residencial",2720.0
2019-01-01T00:00:00Z,"la Sagrada Família",6,Barri,"Solars",333.0
2019-01-01T00:00:00Z,"Sarrià",23,Barri,"Oficina",5715.0
2019-01-01T00:00:00Z,"Horta",43,Barri,"Solars",1688.0
2019-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Residencial",70080.0
2019-01-01T00:00:00Z,"Hostafrancs",15,Barri,"Aparcament",142.0
2019-01-01T00:00:00Z,"Sant Andreu",9,Districte,"Aparcament",1332.0
2019-01-01T00:00:00Z,"el Raval",1,Barri,"Aparcament",1198.0
2019-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Residencial",6468.0
2019-01-01T00:00:00Z,"Sant Martí",10,Districte,"Aparcament",1812.0
2019-01-01T00:00:00Z,"Can Peguera",47,Barri,"Aparcament",50.0
2019-01-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Residencial",10022.0
2019-01-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Turístic",70.0
2019-01-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Industrial",774.0
2019-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Oficina",399.0
2019-01-01T00:00:00Z,"Gràcia",6,Districte,"Solars",419.0
2019-01-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Residencial",14989.0
2019-01-01T00:00:00Z,"Gràcia",6,Districte,"Oficina",54280.0
2019-01-01T00:00:00Z,"la Teixonera",38,Barri,"Solars",1055.0
2019-01-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Equipaments",124.0
2019-01-01T00:00:00Z,"Sarrià",23,Barri,"Aparcament",24058.0
2019-01-01T00:00:00Z,"Sarrià",23,Barri,"Solars",6520.0
2019-01-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Comercial",8624.0
2019-01-01T00:00:00Z,"el Poblenou",68,Barri,"Comercial",8351.0
2019-01-01T00:00:00Z,"el Fort Pienc",5,Barri,"Aparcament",6450.0
2019-01-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Residencial",533.0
2019-01-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Turístic",1472.0
2019-01-01T00:00:00Z,"el Poblenou",68,Barri,"Turístic",307.0
2019-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Residencial",118228.0
2019-01-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Residencial",3621.0
2019-01-01T00:00:00Z,"el Poblenou",68,Barri,"Industrial",14352.0
2019-01-01T00:00:00Z,"el Coll",29,Barri,"Aparcament",172.0
2019-01-01T00:00:00Z,"la Prosperitat",52,Barri,"Residencial",859.0
2019-01-01T00:00:00Z,"Eixample",2,Districte,"Oficina",62433.0
2019-01-01T00:00:00Z,"Sant Antoni",10,Barri,"Equipaments",865.0
2019-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Aparcament",26321.0
2019-01-01T00:00:00Z,"el Carmel",37,Barri,"Residencial",756.0
2019-01-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Residencial",11926.0
2019-01-01T00:00:00Z,"Horta",43,Barri,"Industrial",109.0
2019-01-01T00:00:00Z,"Sant Martí",10,Districte,"Industrial",53809.0
2019-01-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Solars",31979.0
2019-01-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Oficina",26.0
2019-01-01T00:00:00Z,"la Barceloneta",3,Barri,"Solars",578.0
2019-01-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Comercial",2730.0
2019-01-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Aparcament",281.0
2019-01-01T00:00:00Z,"Hostafrancs",15,Barri,"Industrial",2881.0
2019-01-01T00:00:00Z,"la Teixonera",38,Barri,"Oficina",291.0
2019-01-01T00:00:00Z,"Sant Martí",10,Districte,"Oficina",256.0
2019-01-01T00:00:00Z,"les Tres Torres",24,Barri,"Residencial",17848.0
2019-01-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Residencial",15934.0
2019-01-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Residencial",2853.0
2019-01-01T00:00:00Z,"Pedralbes",21,Barri,"Oficina",63.0
2019-01-01T00:00:00Z,"la Sagrada Família",6,Barri,"Equipaments",2152.0
2019-01-01T00:00:00Z,"Sant Andreu",9,Districte,"Solars",37777.0
2019-01-01T00:00:00Z,"Nou Barris",8,Districte,"Equipaments",8494.0
2019-01-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Solars",101.0
2019-02-01T00:00:00Z,"el Poblenou",68,Barri,"Oficina",532.0
2019-02-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Comercial",970.0
2019-02-01T00:00:00Z,"Eixample",2,Districte,"Aparcament",2093.0
2019-02-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Industrial",781.0
2019-02-01T00:00:00Z,"Sant Genís dels Agudells",39,Barri,"Aparcament",35.0
2019-02-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Aparcament",1023.0
2019-02-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Aparcament",27.0
2019-02-01T00:00:00Z,"Eixample",2,Districte,"Oficina",11461.0
2019-02-01T00:00:00Z,"Eixample",2,Districte,"Equipaments",210.0
2019-02-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Residencial",156.0
2019-02-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Oficina",150.0
2019-02-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Solars",847.0
2019-02-01T00:00:00Z,"Barcelona",-1,Municipi,"Oficina",17574.0
2019-02-01T00:00:00Z,"Sant Martí",10,Districte,"Oficina",2869.0
2019-02-01T00:00:00Z,"Barcelona",-1,Municipi,"Turístic",1577.0
2019-02-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Oficina",252.0
2019-02-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Aparcament",598.0
2019-02-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Oficina",104.0
2019-02-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Aparcament",206.0
2019-02-01T00:00:00Z,"la Bordeta",16,Barri,"Comercial",379.0
2019-02-01T00:00:00Z,"la Bordeta",16,Barri,"Solars",645.0
2019-02-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"No consta",105.0
2019-02-01T00:00:00Z,"Sant Andreu",9,Districte,"Residencial",8075.0
2019-02-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Aparcament",110.0
2019-02-01T00:00:00Z,"Can Baró",34,Barri,"Aparcament",48.0
2019-02-01T00:00:00Z,"Sants - Badal",17,Barri,"Turístic",55.0
2019-02-01T00:00:00Z,"les Tres Torres",24,Barri,"Oficina",91.0
2019-02-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Residencial",11842.0
2019-02-01T00:00:00Z,"la Vall d'Hebron",41,Barri,"Comercial",147.0
2019-02-01T00:00:00Z,"Diagonal Mar i el Front Marítim del Poblenou",69,Barri,"Comercial",33.0
2019-02-01T00:00:00Z,"Sarrià",23,Barri,"Aparcament",306.0
2019-02-01T00:00:00Z,"Sant Martí",10,Districte,"Industrial",1445.0
2019-02-01T00:00:00Z,"Canyelles",49,Barri,"Residencial",257.0
2019-02-01T00:00:00Z,"el Guinardó",35,Barri,"Comercial",654.0
2019-02-01T00:00:00Z,"Barcelona",-1,Municipi,"Equipaments",2229.0
2019-02-01T00:00:00Z,"la Marina de Port",13,Barri,"Aparcament",156.0
2019-02-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Aparcament",75.0
2019-02-01T00:00:00Z,"el Clot",65,Barri,"Residencial",1284.0
2019-02-01T00:00:00Z,"el Raval",1,Barri,"Oficina",38.0
2019-02-01T00:00:00Z,"el Congrés i els Indians",62,Barri,"Aparcament",20.0
2019-02-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Residencial",3242.0
2019-02-01T00:00:00Z,"Sant Andreu",9,Districte,"Comercial",2580.0
2019-02-01T00:00:00Z,"Gràcia",6,Districte,"Aparcament",685.0
2019-02-01T00:00:00Z,"el Guinardó",35,Barri,"Aparcament",302.0
2019-02-01T00:00:00Z,"Pedralbes",21,Barri,"Residencial",250.0
2019-02-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Aparcament",151.0
2019-02-01T00:00:00Z,"la Bordeta",16,Barri,"Aparcament",2404.0
2019-02-01T00:00:00Z,"la Clota",42,Barri,"Residencial",190.0
2019-02-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Residencial",7599.0
2019-02-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Residencial",9572.0
2019-02-01T00:00:00Z,"el Fort Pienc",5,Barri,"Oficina",8360.0
2019-02-01T00:00:00Z,"Barcelona",-1,Municipi,"Residencial",102333.0
2019-03-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Aparcament",952.0
2019-03-01T00:00:00Z,"el Clot",65,Barri,"Residencial",1286.0
2019-03-01T00:00:00Z,"Eixample",2,Districte,"Oficina",2733.0
2019-03-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Residencial",2258.0
2019-03-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Residencial",1119.0
2019-03-01T00:00:00Z,"la Prosperitat",52,Barri,"Aparcament",146.0
2019-03-01T00:00:00Z,"Gràcia",6,Districte,"Aparcament",1833.0
2019-03-01T00:00:00Z,"Barcelona",-1,Municipi,"Aparcament",30399.0
2019-03-01T00:00:00Z,"les Tres Torres",24,Barri,"Equipaments",1012.0
2019-03-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Aparcament",68.0
2019-03-01T00:00:00Z,"les Corts",19,Barri,"Oficina",604.0
2019-03-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Aparcament",1185.0
2019-03-01T00:00:00Z,"Sarrià",23,Barri,"Aparcament",1280.0
2019-03-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Solars",322.0
2019-03-01T00:00:00Z,"Sarrià",23,Barri,"Oficina",98.0
2019-03-01T00:00:00Z,"Navas",63,Barri,"Aparcament",146.0
2019-03-01T00:00:00Z,"Can Peguera",47,Barri,"Aparcament",12.0
2019-03-01T00:00:00Z,"Sant Gervasi - la Bonanova",25,Barri,"Comercial",78.0
2019-03-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Turístic",56.0
2019-03-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Aparcament",256.0
2019-03-01T00:00:00Z,"la Marina de Port",13,Barri,"Residencial",1403.0
2019-03-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Residencial",3745.0
2019-03-01T00:00:00Z,"Sarrià",23,Barri,"Solars",510.0
2019-03-01T00:00:00Z,"Gràcia",6,Districte,"Comercial",481.0
2019-03-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"No consta",87.0
2019-03-01T00:00:00Z,"Barcelona",-1,Municipi,"Turístic",1160.0
2019-03-01T00:00:00Z,"Sants",18,Barri,"Equipaments",564.0
2019-03-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Comercial",346.0
2019-03-01T00:00:00Z,"l'Antiga Esquerra de l'Eixample",8,Barri,"Turístic",287.0
2019-03-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Residencial",1325.0
2019-03-01T00:00:00Z,"Vallvidrera, el Tibidabo i les Planes",22,Barri,"Solars",420.0
2019-03-01T00:00:00Z,"el Poblenou",68,Barri,"Solars",28.0
2019-03-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Comercial",326.0
2019-03-01T00:00:00Z,"Sants",18,Barri,"Oficina",206.0
2019-03-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Equipaments",1671.0
2019-03-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Aparcament",171.0
2019-03-01T00:00:00Z,"la Font d'en Fargues",36,Barri,"Residencial",1531.0
2019-03-01T00:00:00Z,"la Teixonera",38,Barri,"No consta",0.0
2019-03-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Aparcament",111.0
2019-03-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Aparcament",27.0
2019-03-01T00:00:00Z,"la Vall d'Hebron",41,Barri,"Residencial",232.0
2019-03-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Residencial",1260.0
2019-03-01T00:00:00Z,"la Font de la Guatlla",14,Barri,"Aparcament",114.0
2019-03-01T00:00:00Z,"la Prosperitat",52,Barri,"Comercial",237.0
2019-03-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Oficina",775.0
2019-03-01T00:00:00Z,"Sants-Montjuïc",3,Districte,"Comercial",1666.0
2019-03-01T00:00:00Z,"la Marina del Prat Vermell - AEI Zona Franca",12,Barri,"Aparcament",3474.0
2019-03-01T00:00:00Z,"Sants - Badal",17,Barri,"Equipaments",177.0
2019-03-01T00:00:00Z,"el Clot",65,Barri,"Aparcament",399.0
2019-03-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Solars",313.0
2019-03-01T00:00:00Z,"la Maternitat i Sant Ramon",20,Barri,"Comercial",203.0
2019-03-01T00:00:00Z,"Porta",45,Barri,"Comercial",574.0
2019-03-01T00:00:00Z,"Sant Antoni",10,Barri,"Equipaments",78.0
2019-03-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Residencial",2318.0
2019-04-01T00:00:00Z,"el Fort Pienc",5,Barri,"Residencial",2347.0
2019-04-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Residencial",871.0
2019-04-01T00:00:00Z,"Sant Pere, Santa Caterina i la Ribera",4,Barri,"Aparcament",8.0
2019-04-01T00:00:00Z,"Sant Andreu",9,Districte,"Comercial",1100.0
2019-04-01T00:00:00Z,"la Bordeta",16,Barri,"Aparcament",131.0
2019-04-01T00:00:00Z,"la Guineueta",48,Barri,"Aparcament",98.0
2019-04-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Turístic",82.0
2019-04-01T00:00:00Z,"el Fort Pienc",5,Barri,"Turístic",99.0
2019-04-01T00:00:00Z,"la Verneda i la Pau",73,Barri,"Comercial",139.0
2019-04-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Turístic",727.0
2019-04-01T00:00:00Z,"la Prosperitat",52,Barri,"Aparcament",72.0
2019-04-01T00:00:00Z,"Sant Andreu",9,Districte,"Solars",35618.0
2019-04-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Aparcament",687.0
2019-04-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Turístic",133.0
2019-04-01T00:00:00Z,"Sants",18,Barri,"Oficina",503.0
2019-04-01T00:00:00Z,"el Camp de l'Arpa del Clot",64,Barri,"Residencial",1845.0
2019-04-01T00:00:00Z,"les Roquetes",50,Barri,"Residencial",809.0
2019-04-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Residencial",3386.0
2019-04-01T00:00:00Z,"la Trinitat Vella",57,Barri,"Comercial",200.0
2019-04-01T00:00:00Z,"la Marina del Prat Vermell - AEI Zona Franca",12,Barri,"Residencial",162.0
2019-04-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Residencial",1846.0
2019-04-01T00:00:00Z,"Eixample",2,Districte,"Equipaments",193.0
2019-04-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Residencial",3162.0
2019-04-01T00:00:00Z,"la Prosperitat",52,Barri,"Residencial",1594.0
2019-04-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Residencial",5380.0
2019-04-01T00:00:00Z,"la Marina del Prat Vermell - AEI Zona Franca",12,Barri,"Aparcament",47.0
2019-04-01T00:00:00Z,"la Teixonera",38,Barri,"Residencial",384.0
2019-04-01T00:00:00Z,"Sants - Badal",17,Barri,"Aparcament",471.0
2019-04-01T00:00:00Z,"Vilapicina i la Torre Llobeta",44,Barri,"Aparcament",185.0
2019-04-01T00:00:00Z,"Sant Martí",10,Districte,"Residencial",14158.0
2019-04-01T00:00:00Z,"Sant Andreu",60,Barri,"Solars",34790.0
2019-04-01T00:00:00Z,"Sants - Badal",17,Barri,"Residencial",1246.0
2019-04-01T00:00:00Z,"Verdun",51,Barri,"Residencial",887.0
2019-04-01T00:00:00Z,"el Baix Guinardó",33,Barri,"Aparcament",153.0
2019-04-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Comercial",418.0
2019-04-01T00:00:00Z,"Can Peguera",47,Barri,"Residencial",40.0
2019-04-01T00:00:00Z,"Gràcia",6,Districte,"Comercial",617.0
2019-04-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"Residencial",2247.0
2019-04-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Aparcament",252.0
2019-04-01T00:00:00Z,"Gràcia",6,Districte,"Residencial",14161.0
2019-04-01T00:00:00Z,"el Parc i la Llacuna del Poblenou",66,Barri,"Residencial",1447.0
2019-04-01T00:00:00Z,"Sarrià",23,Barri,"Residencial",2370.0
2019-04-01T00:00:00Z,"Vallcarca i els Penitents",28,Barri,"Aparcament",116.0
2019-04-01T00:00:00Z,"Sant Antoni",10,Barri,"Turístic",146.0
2019-04-01T00:00:00Z,"el Putxet i el Farró",27,Barri,"Comercial",846.0
2019-04-01T00:00:00Z,"la Sagrada Família",6,Barri,"Residencial",2454.0
2019-04-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Industrial",666.0
2019-04-01T00:00:00Z,"Sant Andreu",60,Barri,"No consta",43.0
2019-04-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Residencial",787.0
2019-04-01T00:00:00Z,"el Carmel",37,Barri,"Residencial",1958.0
2019-04-01T00:00:00Z,"Horta-Guinardó",7,Districte,"No consta",104.0
2019-04-01T00:00:00Z,"la Sagrada Família",6,Barri,"Aparcament",562.0
2019-04-01T00:00:00Z,"Gràcia",6,Districte,"Oficina",16201.0
2019-04-01T00:00:00Z,"Gràcia",6,Districte,"No consta",108.0
2019-04-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"Oficina",1446.0
2019-05-01T00:00:00Z,"Provençals del Poblenou",71,Barri,"Oficina",44.0
2019-05-01T00:00:00Z,"el Camp d'en Grassot i Gràcia Nova",32,Barri,"Comercial",299.0
2019-05-01T00:00:00Z,"el Bon Pastor",59,Barri,"Industrial",2187.0
2019-05-01T00:00:00Z,"Navas",63,Barri,"Residencial",1353.0
2019-05-01T00:00:00Z,"la Salut",30,Barri,"Aparcament",349.0
2019-05-01T00:00:00Z,"Pedralbes",21,Barri,"Aparcament",111.0
2019-05-01T00:00:00Z,"Sants",18,Barri,"Comercial",790.0
2019-05-01T00:00:00Z,"la Dreta de l'Eixample",7,Barri,"Residencial",6109.0
2019-05-01T00:00:00Z,"la Nova Esquerra de l'Eixample",9,Barri,"Oficina",88.0
2019-05-01T00:00:00Z,"Nou Barris",8,Districte,"Residencial",8188.0
2019-05-01T00:00:00Z,"el Poble Sec - AEI Parc de Montjuïc",11,Barri,"No consta",140.0
2019-05-01T00:00:00Z,"Can Baró",34,Barri,"Comercial",166.0
2019-05-01T00:00:00Z,"Gràcia",6,Districte,"Solars",40.0
2019-05-01T00:00:00Z,"les Corts",19,Barri,"Oficina",169.0
2019-05-01T00:00:00Z,"les Roquetes",50,Barri,"Aparcament",60.0
2019-05-01T00:00:00Z,"Sants",18,Barri,"Residencial",2381.0
2019-05-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Residencial",476.0
2019-05-01T00:00:00Z,"la Marina de Port",13,Barri,"Residencial",1463.0
2019-05-01T00:00:00Z,"Sarrià-Sant Gervasi",5,Districte,"No consta",344.0
2019-05-01T00:00:00Z,"Ciutat Meridiana",55,Barri,"Comercial",35.0
2019-05-01T00:00:00Z,"Sant Andreu",60,Barri,"Solars",51.0
2019-05-01T00:00:00Z,"Sant Martí de Provençals",72,Barri,"Oficina",121.0
2019-05-01T00:00:00Z,"Ciutat Vella",1,Districte,"Oficina",461.0
2019-05-01T00:00:00Z,"el Poblenou",68,Barri,"Aparcament",4826.0
2019-05-01T00:00:00Z,"el Poblenou",68,Barri,"Comercial",375.0
2019-05-01T00:00:00Z,"Sants - Badal",17,Barri,"Residencial",1063.0
2019-05-01T00:00:00Z,"Sant Andreu",60,Barri,"Comercial",2729.0
2019-05-01T00:00:00Z,"Verdun",51,Barri,"Aparcament",154.0
2019-05-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Equipaments",292.0
2019-05-01T00:00:00Z,"Barcelona",-1,Municipi,"Equipaments",10619.0
2019-05-01T00:00:00Z,"Sarrià",23,Barri,"Residencial",4763.0
2019-05-01T00:00:00Z,"la Teixonera",38,Barri,"Residencial",1429.0
2019-05-01T00:00:00Z,"la Marina del Prat Vermell - AEI Zona Franca",12,Barri,"Oficina",3143.0
2019-05-01T00:00:00Z,"la Vila de Gràcia",31,Barri,"Comercial",3165.0
2019-05-01T00:00:00Z,"Ciutat Vella",1,Districte,"Aparcament",946.0
2019-05-01T00:00:00Z,"el Turó de la Peira",46,Barri,"Residencial",740.0
2019-05-01T00:00:00Z,"la Sagrera",61,Barri,"Comercial",151.0
2019-05-01T00:00:00Z,"Sant Andreu",9,Districte,"Solars",51.0
2019-05-01T00:00:00Z,"el Guinardó",35,Barri,"Residencial",2055.0
2019-05-01T00:00:00Z,"el Besòs i el Maresme",70,Barri,"Oficina",33368.0
2019-05-01T00:00:00Z,"el Barri Gòtic",2,Barri,"Oficina",216.0
2019-05-01T00:00:00Z,"Sant Andreu",9,Districte,"No consta",47.0
2019-05-01T00:00:00Z,"la Sagrada Família",6,Barri,"Comercial",1009.0
2019-05-01T00:00:00Z,"Sant Gervasi - Galvany",26,Barri,"Oficina",580.0
2019-05-01T00:00:00Z,"Sant Antoni",10,Barri,"Residencial",2632.0
2019-05-01T00:00:00Z,"Barcelona",-1,Municipi,"Residencial",118230.0
2019-06-01T00:00:00Z,"Horta-Guinardó",7,Districte,"Oficina",95.0
2019-06-01T00:00:00Z,"la Trinitat Nova",53,Barri,"Residencial",805.0
2019-06-01T00:00:00Z,"Barcelona",-1,Municipi,"Equipaments",15783.0
2019-06-01T00:00:00Z,"la Vila Olímpica del Poblenou",67,Barri,"Equipaments",3300.0
2019-06-01T00:00:00Z,"Sarrià",23,Barri,"Residencial",1822.0
